id,size,loc,door_yn,roof_yn,window_cnt
house_10_female_02337.jpg,big,center,y,y,1 or 2
house_10_female_02508.jpg,middle,center,y,y,1 or 2
house_10_female_02523.jpg,small,left,y,y,1 or 2
house_10_female_02529.jpg,middle,center,y,y,1 or 2
house_10_female_02748.jpg,small,center,y,y,1 or 2
house_10_female_02943.jpg,middle,center,y,y,1 or 2
house_10_female_02959.jpg,middle,left,y,y,1 or 2
house_10_female_03087.jpg,middle,center,y,y,more than 3
house_10_female_03097.jpg,small,left,y,y,1 or 2
house_10_female_03152.jpg,middle,center,y,y,1 or 2
house_10_female_03170.jpg,small,center,y,y,1 or 2
house_10_female_03197.jpg,middle,left,y,y,1 or 2
house_10_female_03237.jpg,middle,center,y,y,1 or 2
house_10_female_03258.jpg,small,center,y,y,1 or 2
house_10_female_03300.jpg,middle,center,y,y,1 or 2
house_10_female_03462.jpg,middle,center,y,y,1 or 2
house_10_female_03552.jpg,middle,center,y,y,1 or 2
house_10_female_03958.jpg,middle,center,y,y,1 or 2
house_10_female_04053.jpg,middle,center,y,y,1 or 2
house_10_female_04099.jpg,middle,right,y,y,1 or 2
house_10_female_04394.jpg,small,left,y,y,1 or 2
house_10_female_04508.jpg,middle,center,y,y,1 or 2
house_10_female_04781.jpg,middle,center,y,y,1 or 2
house_10_female_04847.jpg,middle,center,y,y,1 or 2
house_10_female_05003.jpg,middle,center,y,y,1 or 2
house_10_female_05149.jpg,middle,center,y,y,1 or 2
house_10_female_05388.jpg,middle,left,y,y,1 or 2
house_10_female_05435.jpg,middle,center,y,y,more than 3
house_10_female_05441.jpg,middle,left,y,y,1 or 2
house_10_female_05483.jpg,middle,center,y,y,1 or 2
house_10_female_05537.jpg,middle,center,y,y,1 or 2
house_10_female_05716.jpg,small,left,y,y,1 or 2
house_10_female_05733.jpg,middle,center,y,y,1 or 2
house_10_female_05871.jpg,big,center,y,y,more than 3
house_10_female_05966.jpg,small,right,y,y,1 or 2
house_10_female_06057.jpg,middle,center,y,y,more than 3
house_10_female_06186.jpg,small,right,y,y,1 or 2
house_10_female_06360.jpg,small,left,y,y,1 or 2
house_10_female_06416.jpg,small,center,y,y,1 or 2
house_10_female_06484.jpg,small,center,y,y,1 or 2
house_10_female_06694.jpg,small,left,y,y,1 or 2
house_10_female_06717.jpg,middle,center,y,y,1 or 2
house_10_female_06751.jpg,middle,center,y,y,1 or 2
house_10_female_06995.jpg,small,center,y,y,1 or 2
house_10_female_07120.jpg,middle,center,y,y,1 or 2
house_10_female_07144.jpg,middle,center,y,y,1 or 2
house_10_female_07359.jpg,middle,right,y,y,more than 3
house_10_female_07444.jpg,middle,center,y,y,1 or 2
house_10_female_07453.jpg,middle,center,y,y,1 or 2
house_10_female_07466.jpg,middle,center,y,y,1 or 2
house_10_female_07504.jpg,small,center,y,y,more than 3
house_10_female_07578.jpg,middle,left,y,y,1 or 2
house_10_female_07610.jpg,middle,center,y,y,1 or 2
house_10_female_07643.jpg,middle,center,y,y,1 or 2
house_10_female_07891.jpg,middle,center,y,y,1 or 2
house_10_female_07908.jpg,middle,center,y,y,1 or 2
house_10_female_07931.jpg,middle,left,y,y,more than 3
house_10_female_07932.jpg,middle,center,y,y,1 or 2
house_10_female_08184.jpg,middle,center,y,y,1 or 2
house_10_female_08185.jpg,middle,center,y,y,more than 3
house_10_female_08260.jpg,middle,center,y,y,1 or 2
house_10_female_08274.jpg,middle,center,y,y,more than 3
house_10_female_08295.jpg,middle,center,y,y,1 or 2
house_10_female_08302.jpg,middle,center,y,y,1 or 2
house_10_female_08325.jpg,small,right,y,y,more than 3
house_10_female_08476.jpg,middle,center,y,y,1 or 2
house_10_female_08735.jpg,middle,center,y,y,1 or 2
house_10_female_08757.jpg,middle,center,y,y,more than 3
house_10_female_08779.jpg,middle,center,y,y,1 or 2
house_10_female_08787.jpg,middle,right,y,y,1 or 2
house_10_female_09069.jpg,middle,center,y,y,1 or 2
house_10_female_09075.jpg,middle,center,y,y,1 or 2
house_10_female_09077.jpg,small,center,y,y,1 or 2
house_10_female_09155.jpg,small,right,y,y,1 or 2
house_10_female_09204.jpg,small,right,y,y,more than 3
house_10_female_09260.jpg,small,left,y,y,1 or 2
house_10_female_09300.jpg,middle,left,y,y,1 or 2
house_10_female_09356.jpg,middle,center,y,y,1 or 2
house_10_female_09359.jpg,middle,left,y,y,1 or 2
house_10_female_09368.jpg,middle,center,y,y,more than 3
house_10_female_09530.jpg,middle,center,y,y,more than 3
house_10_female_09924.jpg,small,center,y,y,1 or 2
house_10_female_09935.jpg,middle,center,y,y,1 or 2
house_10_female_09968.jpg,small,left,y,y,1 or 2
house_10_female_10042.jpg,middle,center,y,y,1 or 2
house_10_female_10062.jpg,middle,center,y,y,more than 3
house_10_female_10126.jpg,middle,center,y,y,more than 3
house_10_female_10227.jpg,small,center,y,y,1 or 2
house_10_female_10369.jpg,middle,right,y,y,1 or 2
house_10_female_10394.jpg,middle,center,y,y,1 or 2
house_10_female_10396.jpg,middle,left,y,y,1 or 2
house_10_female_10587.jpg,big,center,y,y,1 or 2
house_10_female_10671.jpg,small,center,y,y,1 or 2
house_10_female_10691.jpg,small,center,y,y,1 or 2
house_10_female_10832.jpg,small,left,y,y,1 or 2
house_10_female_10835.jpg,middle,center,y,y,1 or 2
house_10_female_10836.jpg,middle,center,y,y,1 or 2
house_10_female_11083.jpg,middle,center,y,y,1 or 2
house_10_female_11138.jpg,middle,center,y,y,1 or 2
house_10_female_11278.jpg,middle,center,y,y,1 or 2
house_10_female_11380.jpg,middle,center,y,y,1 or 2
house_10_female_11410.jpg,small,center,y,y,1 or 2
house_10_female_11582.jpg,middle,center,y,y,1 or 2
house_10_female_11723.jpg,small,center,y,y,1 or 2
house_10_female_11834.jpg,middle,center,y,y,more than 3
house_10_female_11850.jpg,middle,right,y,y,1 or 2
house_10_female_11892.jpg,middle,left,y,y,more than 3
house_10_female_11971.jpg,small,center,y,y,more than 3
house_10_female_12056.jpg,middle,center,y,y,1 or 2
house_10_female_12095.jpg,small,center,y,y,more than 3
house_10_female_12146.jpg,middle,center,y,y,1 or 2
house_10_female_12153.jpg,middle,center,y,y,1 or 2
house_10_female_12159.jpg,middle,center,y,y,more than 3
house_10_female_12249.jpg,middle,center,y,y,more than 3
house_10_female_12403.jpg,middle,center,y,y,1 or 2
house_10_female_12531.jpg,big,center,y,y,1 or 2
house_10_female_12574.jpg,small,center,y,y,1 or 2
house_10_female_12687.jpg,middle,center,y,y,1 or 2
house_10_female_12693.jpg,middle,center,y,y,1 or 2
house_10_female_12772.jpg,middle,center,y,y,more than 3
house_10_female_12854.jpg,small,center,y,y,more than 3
house_10_female_12985.jpg,middle,center,y,y,1 or 2
house_10_female_13023.jpg,small,right,y,y,1 or 2
house_10_female_13090.jpg,middle,center,y,y,1 or 2
house_10_female_13153.jpg,middle,center,y,y,1 or 2
house_10_female_13157.jpg,small,left,y,y,1 or 2
house_10_female_13188.jpg,middle,center,y,y,1 or 2
house_10_female_13640.jpg,small,center,y,y,1 or 2
house_10_female_13652.jpg,middle,center,y,y,1 or 2
house_10_female_13685.jpg,small,center,y,y,1 or 2
house_10_female_13695.jpg,big,center,y,y,1 or 2
house_10_female_13963.jpg,middle,center,y,y,1 or 2
house_10_male_00045.jpg,small,center,y,y,more than 3
house_10_male_00088.jpg,middle,center,y,y,more than 3
house_10_male_00095.jpg,small,center,y,y,1 or 2
house_10_male_00134.jpg,small,center,y,y,1 or 2
house_10_male_00154.jpg,middle,left,y,y,more than 3
house_10_male_00167.jpg,middle,center,y,y,1 or 2
house_10_male_00189.jpg,middle,center,y,y,1 or 2
house_10_male_00270.jpg,middle,center,y,y,more than 3
house_10_male_00470.jpg,small,center,y,y,1 or 2
house_10_male_00621.jpg,middle,center,y,y,1 or 2
house_10_male_00627.jpg,middle,center,y,y,1 or 2
house_10_male_00718.jpg,middle,center,y,y,1 or 2
house_10_male_00770.jpg,middle,right,y,y,1 or 2
house_10_male_00835.jpg,middle,center,y,y,1 or 2
house_10_male_00873.jpg,middle,center,y,y,1 or 2
house_10_male_00905.jpg,middle,center,y,y,1 or 2
house_10_male_00918.jpg,middle,center,y,y,1 or 2
house_10_male_01025.jpg,middle,center,y,y,1 or 2
house_10_male_01146.jpg,small,center,y,y,1 or 2
house_10_male_01190.jpg,middle,center,y,y,1 or 2
house_10_male_01267.jpg,middle,center,y,y,more than 3
house_10_male_01393.jpg,middle,center,y,y,1 or 2
house_10_male_01401.jpg,middle,center,y,y,1 or 2
house_10_male_01540.jpg,middle,center,y,y,1 or 2
house_10_male_01543.jpg,small,left,y,y,more than 3
house_10_male_01565.jpg,middle,left,y,y,1 or 2
house_10_male_01606.jpg,middle,center,y,y,1 or 2
house_10_male_01685.jpg,small,center,y,y,1 or 2
house_10_male_01755.jpg,middle,left,y,y,1 or 2
house_10_male_01808.jpg,small,center,y,y,1 or 2
house_10_male_01817.jpg,middle,center,y,y,1 or 2
house_10_male_01844.jpg,middle,left,y,y,1 or 2
house_10_male_01866.jpg,small,center,y,y,1 or 2
house_10_male_01907.jpg,middle,center,y,y,1 or 2
house_10_male_01959.jpg,middle,center,y,y,1 or 2
house_10_male_02011.jpg,middle,center,y,y,1 or 2
house_10_male_02037.jpg,middle,center,y,y,1 or 2
house_10_male_02367.jpg,middle,center,y,y,1 or 2
house_10_male_02375.jpg,middle,center,y,y,1 or 2
house_10_male_02479.jpg,small,center,y,y,more than 3
house_10_male_02609.jpg,small,right,y,y,1 or 2
house_10_male_02630.jpg,small,center,y,y,1 or 2
house_10_male_02637.jpg,small,center,y,y,1 or 2
house_10_male_02707.jpg,middle,center,y,y,1 or 2
house_10_male_02835.jpg,middle,center,y,y,1 or 2
house_10_male_02839.jpg,middle,center,y,y,1 or 2
house_10_male_02924.jpg,small,center,y,y,1 or 2
house_10_male_02954.jpg,middle,right,y,y,1 or 2
house_10_male_02970.jpg,middle,center,y,y,more than 3
house_10_male_03111.jpg,middle,center,y,y,1 or 2
house_10_male_03188.jpg,middle,center,y,y,1 or 2
house_10_male_03281.jpg,middle,left,y,y,1 or 2
house_10_male_03293.jpg,small,center,y,y,1 or 2
house_10_male_03360.jpg,small,right,y,y,1 or 2
house_10_male_03409.jpg,middle,center,y,y,1 or 2
house_10_male_03488.jpg,small,center,y,y,1 or 2
house_10_male_03516.jpg,middle,center,y,y,more than 3
house_10_male_03562.jpg,middle,left,y,y,1 or 2
house_10_male_03677.jpg,middle,center,y,y,1 or 2
house_10_male_03758.jpg,middle,center,y,y,more than 3
house_10_male_03762.jpg,middle,center,y,y,1 or 2
house_10_male_03806.jpg,middle,center,y,y,1 or 2
house_10_male_03899.jpg,middle,left,n,n,absence
house_10_male_04011.jpg,middle,center,y,y,1 or 2
house_10_male_04129.jpg,small,center,y,y,1 or 2
house_10_male_04191.jpg,middle,center,y,y,1 or 2
house_10_male_04196.jpg,small,left,y,y,1 or 2
house_10_male_04210.jpg,small,center,y,y,more than 3
house_10_male_04276.jpg,middle,center,y,y,1 or 2
house_10_male_04412.jpg,middle,center,y,y,1 or 2
house_10_male_04426.jpg,small,center,y,y,1 or 2
house_10_male_04535.jpg,middle,center,y,y,more than 3
house_10_male_04617.jpg,small,center,y,y,1 or 2
house_10_male_04672.jpg,small,center,y,y,1 or 2
house_10_male_04684.jpg,middle,center,y,y,1 or 2
house_10_male_04705.jpg,middle,center,y,y,1 or 2
house_10_male_04738.jpg,middle,left,y,y,1 or 2
house_10_male_04787.jpg,small,center,y,y,1 or 2
house_10_male_04799.jpg,small,center,y,y,1 or 2
house_10_male_04885.jpg,middle,center,y,y,1 or 2
house_10_male_04991.jpg,small,left,y,y,1 or 2
house_10_male_05006.jpg,middle,right,y,y,more than 3
house_10_male_05445.jpg,middle,center,y,y,more than 3
house_10_male_05503.jpg,middle,center,y,y,1 or 2
house_10_male_05589.jpg,middle,center,y,y,more than 3
house_10_male_05734.jpg,middle,center,y,y,1 or 2
house_10_male_05748.jpg,middle,center,y,y,1 or 2
house_10_male_05799.jpg,small,center,y,y,1 or 2
house_10_male_05924.jpg,small,center,y,y,1 or 2
house_10_male_05933.jpg,small,center,y,y,1 or 2
house_10_male_06021.jpg,middle,center,y,y,1 or 2
house_10_male_06040.jpg,big,center,y,y,1 or 2
house_10_male_06089.jpg,small,center,y,y,1 or 2
house_10_male_06134.jpg,small,center,y,y,1 or 2
house_10_male_06142.jpg,small,center,y,y,1 or 2
house_10_male_06156.jpg,small,left,y,y,1 or 2
house_10_male_06263.jpg,small,center,y,y,1 or 2
house_10_male_06282.jpg,small,center,y,y,1 or 2
house_10_male_06303.jpg,small,left,y,y,1 or 2
house_10_male_06409.jpg,middle,left,y,y,1 or 2
house_10_male_06493.jpg,small,left,y,y,1 or 2
house_10_male_06540.jpg,small,center,y,y,1 or 2
house_10_male_06564.jpg,middle,center,y,y,1 or 2
house_10_male_06568.jpg,small,center,y,y,1 or 2
house_10_male_06773.jpg,small,center,y,y,1 or 2
house_10_male_06780.jpg,small,left,y,y,1 or 2
house_10_male_06816.jpg,middle,center,y,y,1 or 2
house_10_male_06817.jpg,middle,center,y,y,1 or 2
house_10_male_06885.jpg,small,center,y,y,1 or 2
house_10_male_06907.jpg,middle,center,y,y,1 or 2
house_10_male_07053.jpg,small,center,y,y,1 or 2
house_10_male_07175.jpg,middle,left,y,y,1 or 2
house_10_male_07258.jpg,small,center,y,y,1 or 2
house_10_male_07365.jpg,small,center,y,y,1 or 2
house_10_male_07384.jpg,small,center,y,y,1 or 2
house_10_male_07493.jpg,small,left,y,y,1 or 2
house_10_male_07499.jpg,middle,center,y,y,1 or 2
house_10_male_07523.jpg,middle,center,y,y,1 or 2
house_10_male_07535.jpg,middle,center,y,y,1 or 2
house_10_male_07536.jpg,middle,center,y,y,1 or 2
house_10_male_07589.jpg,small,left,y,y,more than 3
house_10_male_07657.jpg,small,center,y,y,1 or 2
house_10_male_07834.jpg,small,center,y,y,1 or 2
house_10_male_07843.jpg,middle,center,y,y,1 or 2
house_10_male_07863.jpg,middle,left,y,y,1 or 2
house_10_male_07890.jpg,middle,center,y,y,1 or 2
house_10_male_07901.jpg,middle,center,y,y,1 or 2
house_10_male_07944.jpg,middle,center,y,y,1 or 2
house_10_male_08117.jpg,small,center,y,y,1 or 2
house_10_male_08127.jpg,middle,center,y,y,1 or 2
house_10_male_08138.jpg,middle,center,y,y,1 or 2
house_10_male_08335.jpg,middle,center,y,y,more than 3
house_10_male_08346.jpg,middle,center,y,y,absence
house_10_male_08421.jpg,middle,right,y,y,1 or 2
house_10_male_08447.jpg,middle,left,y,y,1 or 2
house_10_male_08554.jpg,small,left,y,y,1 or 2
house_10_male_08555.jpg,small,center,y,y,more than 3
house_10_male_08667.jpg,middle,center,y,y,1 or 2
house_10_male_08737.jpg,small,center,y,y,1 or 2
house_10_male_09086.jpg,middle,left,y,y,1 or 2
house_10_male_09197.jpg,middle,center,y,y,more than 3
house_10_male_09207.jpg,small,center,y,y,more than 3
house_10_male_09208.jpg,small,center,y,y,1 or 2
house_10_male_09214.jpg,middle,center,y,y,1 or 2
house_10_male_09286.jpg,middle,center,y,y,1 or 2
house_10_male_09307.jpg,small,center,y,y,1 or 2
house_10_male_09353.jpg,small,center,y,y,1 or 2
house_10_male_09426.jpg,middle,center,y,y,1 or 2
house_10_male_09433.jpg,small,center,y,y,1 or 2
house_10_male_09565.jpg,small,left,y,y,1 or 2
house_10_male_09592.jpg,middle,center,y,y,more than 3
house_10_male_09673.jpg,middle,center,y,y,1 or 2
house_10_male_09763.jpg,middle,right,y,y,1 or 2
house_10_male_09795.jpg,middle,center,y,y,1 or 2
house_10_male_09803.jpg,middle,center,y,y,1 or 2
house_10_male_09830.jpg,middle,center,y,y,1 or 2
house_10_male_09848.jpg,middle,center,y,y,1 or 2
house_10_male_09875.jpg,small,right,y,y,1 or 2
house_10_male_09883.jpg,middle,center,y,y,1 or 2
house_10_male_10014.jpg,small,center,y,y,1 or 2
house_10_male_10072.jpg,middle,center,y,y,1 or 2
house_10_male_10135.jpg,middle,center,y,y,1 or 2
house_10_male_10152.jpg,middle,center,y,y,1 or 2
house_10_male_10156.jpg,small,center,y,y,1 or 2
house_10_male_10192.jpg,middle,center,y,y,more than 3
house_10_male_10225.jpg,small,center,y,y,1 or 2
house_10_male_10483.jpg,small,center,y,y,1 or 2
house_10_male_10508.jpg,middle,center,y,y,1 or 2
house_10_male_10673.jpg,middle,center,y,y,1 or 2
house_10_male_10695.jpg,middle,left,y,y,1 or 2
house_10_male_10731.jpg,small,center,y,y,1 or 2
house_10_male_10769.jpg,middle,center,y,y,1 or 2
house_10_male_10966.jpg,middle,center,y,y,1 or 2
house_10_male_10997.jpg,middle,center,y,y,1 or 2
house_10_male_11020.jpg,middle,center,y,y,1 or 2
house_10_male_11030.jpg,small,center,y,y,1 or 2
house_10_male_11059.jpg,small,center,y,y,1 or 2
house_10_male_11109.jpg,small,right,y,y,1 or 2
house_10_male_11156.jpg,small,center,y,y,1 or 2
house_10_male_11208.jpg,middle,center,y,y,1 or 2
house_10_male_11263.jpg,middle,right,y,y,1 or 2
house_10_male_11342.jpg,middle,center,y,y,1 or 2
house_10_male_11343.jpg,small,center,y,y,1 or 2
house_10_male_11379.jpg,middle,center,y,y,1 or 2
house_10_male_11394.jpg,small,left,y,y,1 or 2
house_10_male_11397.jpg,middle,center,y,y,1 or 2
house_10_male_11400.jpg,small,left,y,y,more than 3
house_10_male_11426.jpg,middle,center,y,y,more than 3
house_10_male_11515.jpg,middle,right,y,y,1 or 2
house_10_male_11552.jpg,small,center,y,y,1 or 2
house_10_male_11570.jpg,middle,left,y,y,more than 3
house_10_male_11638.jpg,big,center,y,y,1 or 2
house_10_male_11715.jpg,middle,center,y,y,1 or 2
house_10_male_11743.jpg,middle,left,y,y,1 or 2
house_10_male_11750.jpg,middle,center,y,y,1 or 2
house_10_male_11752.jpg,middle,center,y,y,1 or 2
house_10_male_11780.jpg,small,center,y,y,1 or 2
house_10_male_11881.jpg,small,center,y,y,1 or 2
house_10_male_11951.jpg,small,center,y,y,more than 3
house_10_male_12002.jpg,small,center,y,y,1 or 2
house_10_male_12028.jpg,middle,center,y,y,more than 3
house_10_male_12043.jpg,middle,left,y,y,1 or 2
house_10_male_12044.jpg,small,center,n,y,1 or 2
house_10_male_12103.jpg,middle,center,y,y,1 or 2
house_10_male_12145.jpg,middle,left,y,y,1 or 2
house_10_male_12240.jpg,small,center,y,y,1 or 2
house_10_male_12280.jpg,middle,center,y,y,1 or 2
house_10_male_12307.jpg,small,left,y,y,1 or 2
house_10_male_12315.jpg,small,center,y,y,1 or 2
house_10_male_12380.jpg,small,center,y,y,1 or 2
house_10_male_12384.jpg,small,center,y,y,1 or 2
house_10_male_12392.jpg,middle,center,y,y,1 or 2
house_10_male_12394.jpg,middle,center,y,y,1 or 2
house_10_male_12408.jpg,small,center,y,y,1 or 2
house_10_male_12425.jpg,middle,center,y,y,1 or 2
house_10_male_12426.jpg,middle,center,y,y,more than 3
house_10_male_12465.jpg,small,center,y,y,1 or 2
house_10_male_12533.jpg,middle,center,y,y,1 or 2
house_10_male_12578.jpg,small,center,y,y,1 or 2
house_10_male_12626.jpg,middle,center,y,y,1 or 2
house_10_male_12908.jpg,middle,center,y,y,1 or 2
house_10_male_12943.jpg,middle,center,y,y,1 or 2
house_10_male_13216.jpg,middle,center,y,y,1 or 2
house_10_male_13221.jpg,small,center,y,y,1 or 2
house_10_male_13276.jpg,middle,center,y,y,1 or 2
house_10_male_13452.jpg,middle,center,y,y,1 or 2
house_10_male_13622.jpg,middle,center,y,y,more than 3
house_10_male_13680.jpg,middle,center,y,y,1 or 2
house_10_male_13732.jpg,middle,right,y,y,1 or 2
house_10_male_13846.jpg,small,center,y,y,more than 3
house_10_male_13905.jpg,middle,center,y,y,1 or 2
house_11_female_00053.jpg,middle,right,y,y,1 or 2
house_11_female_00055.jpg,middle,center,y,y,1 or 2
house_11_female_00115.jpg,middle,center,y,y,1 or 2
house_11_female_00235.jpg,middle,center,y,y,1 or 2
house_11_female_00256.jpg,middle,center,y,y,1 or 2
house_11_female_00383.jpg,small,center,y,y,1 or 2
house_11_female_00441.jpg,small,right,y,y,1 or 2
house_11_female_00444.jpg,middle,center,y,y,1 or 2
house_11_female_00460.jpg,middle,left,y,y,1 or 2
house_11_female_00508.jpg,small,center,y,y,1 or 2
house_11_female_00562.jpg,big,center,y,y,1 or 2
house_11_female_00637.jpg,big,center,y,y,1 or 2
house_11_female_00659.jpg,middle,center,y,y,1 or 2
house_11_female_00681.jpg,middle,center,y,y,1 or 2
house_11_female_01018.jpg,middle,center,y,y,1 or 2
house_11_female_01020.jpg,middle,center,y,y,1 or 2
house_11_female_01021.jpg,middle,center,y,y,1 or 2
house_11_female_01118.jpg,middle,center,y,y,more than 3
house_11_female_01124.jpg,middle,center,y,y,1 or 2
house_11_female_01151.jpg,small,left,y,y,1 or 2
house_11_female_01201.jpg,middle,left,y,y,1 or 2
house_11_female_01282.jpg,small,center,y,y,1 or 2
house_11_female_01324.jpg,small,center,y,y,1 or 2
house_11_female_01335.jpg,small,left,y,y,1 or 2
house_11_female_01375.jpg,small,right,y,y,1 or 2
house_11_female_01383.jpg,middle,center,y,y,more than 3
house_11_female_01398.jpg,small,right,y,y,1 or 2
house_11_female_01421.jpg,small,center,y,y,1 or 2
house_11_female_01490.jpg,middle,center,y,y,1 or 2
house_11_female_01532.jpg,small,center,y,y,1 or 2
house_11_female_01598.jpg,middle,center,y,y,1 or 2
house_11_female_01667.jpg,big,center,y,y,1 or 2
house_11_female_01729.jpg,middle,center,y,y,absence
house_11_female_01770.jpg,middle,center,y,y,1 or 2
house_11_female_01822.jpg,small,center,y,y,more than 3
house_11_female_01864.jpg,small,center,y,y,1 or 2
house_11_female_01961.jpg,big,center,y,y,1 or 2
house_11_female_01968.jpg,small,left,y,y,1 or 2
house_11_female_01991.jpg,middle,center,y,y,1 or 2
house_11_female_01997.jpg,small,center,y,y,1 or 2
house_11_female_02046.jpg,small,center,y,y,1 or 2
house_11_female_02157.jpg,big,center,y,y,1 or 2
house_11_female_02160.jpg,small,center,y,y,more than 3
house_11_female_02450.jpg,small,left,y,y,1 or 2
house_11_female_02488.jpg,middle,center,y,y,1 or 2
house_11_female_02509.jpg,small,center,y,y,1 or 2
house_11_female_02557.jpg,small,right,y,y,more than 3
house_11_female_02577.jpg,middle,center,y,y,1 or 2
house_11_female_02626.jpg,small,center,y,y,1 or 2
house_11_female_02705.jpg,small,left,y,y,1 or 2
house_11_female_02800.jpg,small,center,y,y,1 or 2
house_11_female_02842.jpg,middle,center,y,y,1 or 2
house_11_female_02881.jpg,small,center,y,y,1 or 2
house_11_female_03000.jpg,middle,center,y,y,1 or 2
house_11_female_03117.jpg,middle,center,y,y,more than 3
house_11_female_03130.jpg,small,left,y,y,1 or 2
house_11_female_03157.jpg,middle,center,y,y,1 or 2
house_11_female_03161.jpg,middle,center,y,y,1 or 2
house_11_female_03269.jpg,middle,center,y,y,1 or 2
house_11_female_03455.jpg,middle,left,y,y,1 or 2
house_11_female_03470.jpg,middle,center,y,y,more than 3
house_11_female_03498.jpg,middle,center,y,y,1 or 2
house_11_female_03518.jpg,middle,center,y,y,more than 3
house_11_female_03569.jpg,middle,center,y,y,1 or 2
house_11_female_03576.jpg,small,left,y,y,1 or 2
house_11_female_03605.jpg,middle,center,y,y,1 or 2
house_11_female_03633.jpg,middle,center,y,y,absence
house_11_female_03743.jpg,middle,center,y,y,1 or 2
house_11_female_03904.jpg,middle,center,y,y,1 or 2
house_11_female_04019.jpg,middle,center,y,y,1 or 2
house_11_female_04048.jpg,middle,center,y,y,1 or 2
house_11_female_04062.jpg,middle,center,y,y,more than 3
house_11_female_04144.jpg,middle,center,y,y,1 or 2
house_11_female_04168.jpg,middle,center,y,y,1 or 2
house_11_female_04223.jpg,middle,center,y,y,1 or 2
house_11_female_04233.jpg,middle,center,y,y,1 or 2
house_11_female_04285.jpg,middle,center,y,y,1 or 2
house_11_female_04390.jpg,small,center,y,y,1 or 2
house_11_female_04408.jpg,middle,center,y,y,1 or 2
house_11_female_04423.jpg,middle,center,y,y,1 or 2
house_11_female_04434.jpg,middle,center,y,y,1 or 2
house_11_female_04444.jpg,middle,left,y,y,1 or 2
house_11_female_04486.jpg,middle,center,y,y,more than 3
house_11_female_04533.jpg,big,center,y,y,1 or 2
house_11_female_04539.jpg,small,left,y,y,1 or 2
house_11_female_04621.jpg,small,center,y,y,1 or 2
house_11_female_04655.jpg,middle,center,y,y,1 or 2
house_11_female_04690.jpg,middle,center,y,y,1 or 2
house_11_female_04721.jpg,middle,center,y,y,1 or 2
house_11_female_04811.jpg,middle,center,y,y,1 or 2
house_11_female_04891.jpg,middle,center,y,y,1 or 2
house_11_female_04921.jpg,small,left,y,y,1 or 2
house_11_female_04936.jpg,middle,center,y,y,more than 3
house_11_female_04941.jpg,small,left,y,y,1 or 2
house_11_female_04964.jpg,small,left,y,y,1 or 2
house_11_female_04984.jpg,middle,center,y,y,more than 3
house_11_female_05078.jpg,middle,left,y,y,1 or 2
house_11_female_05133.jpg,small,left,y,y,1 or 2
house_11_female_05199.jpg,small,left,y,y,more than 3
house_11_female_05234.jpg,small,center,y,y,1 or 2
house_11_female_05404.jpg,middle,center,y,y,1 or 2
house_11_female_05427.jpg,small,center,y,y,1 or 2
house_11_female_05453.jpg,middle,center,y,y,1 or 2
house_11_female_05512.jpg,middle,center,y,y,1 or 2
house_11_female_05609.jpg,middle,center,y,y,1 or 2
house_11_female_05829.jpg,middle,center,y,y,1 or 2
house_11_female_05848.jpg,middle,center,y,y,1 or 2
house_11_female_05852.jpg,middle,center,y,y,1 or 2
