id,size,loc,branch_yn,crown_yn,fruit_yn,gnarl_yn,root_yn
나무_10_여_09819.jpg,big,center,y,y,y,y,y
나무_10_여_09996.jpg,big,center,y,y,y,n,y
나무_10_여_10005.jpg,big,center,y,y,y,n,y
나무_10_여_10010.jpg,middle,center,y,y,y,n,y
나무_10_여_10128.jpg,middle,center,y,y,y,n,y
나무_10_여_10163.jpg,middle,center,y,y,y,n,y
나무_10_여_10332.jpg,big,center,y,y,y,n,y
나무_10_여_10439.jpg,big,center,y,y,y,y,y
나무_10_여_10500.jpg,big,center,y,y,y,n,y
나무_10_여_10627.jpg,middle,center,y,y,y,y,y
나무_10_여_10662.jpg,middle,center,y,y,y,n,y
나무_10_여_10768.jpg,big,center,y,y,n,y,y
나무_10_여_10805.jpg,big,center,y,y,y,n,y
나무_10_여_10957.jpg,big,center,y,y,y,y,y
나무_10_여_11004.jpg,middle,right,y,y,y,n,y
나무_10_여_11112.jpg,middle,center,y,y,y,n,y
나무_10_여_11118.jpg,middle,center,y,y,y,n,y
나무_10_여_11185.jpg,middle,left,y,y,y,y,y
나무_10_여_11194.jpg,big,center,y,y,y,n,y
나무_10_여_11219.jpg,small,center,y,y,y,n,y
나무_10_여_11322.jpg,middle,center,y,y,y,y,y
나무_10_여_11490.jpg,middle,center,y,y,y,y,y
나무_10_여_11646.jpg,big,center,y,y,y,n,y
나무_10_여_11647.jpg,small,left,y,y,y,n,y
나무_10_여_11817.jpg,middle,right,y,y,y,y,y
나무_10_여_11830.jpg,small,left,y,y,y,n,y
나무_10_여_11930.jpg,middle,right,y,y,y,y,y
나무_10_여_11969.jpg,middle,center,y,y,y,n,y
나무_10_여_12051.jpg,middle,center,y,y,y,n,y
나무_10_여_12107.jpg,middle,center,y,y,y,n,y
나무_10_여_12186.jpg,big,center,y,y,y,y,y
나무_10_여_12226.jpg,middle,left,y,y,y,n,y
나무_10_여_12246.jpg,middle,center,y,y,y,n,y
나무_10_여_12267.jpg,big,center,y,y,y,n,y
나무_10_여_12748.jpg,big,center,y,y,y,n,y
나무_10_여_12779.jpg,middle,center,y,y,y,n,y
나무_10_여_12897.jpg,big,center,y,y,y,n,y
나무_10_여_12904.jpg,big,center,y,y,y,n,y
나무_10_여_13038.jpg,middle,center,y,y,y,n,y
나무_10_여_13039.jpg,big,center,y,y,y,n,y
나무_10_여_13102.jpg,middle,center,y,y,n,n,y
나무_10_여_13145.jpg,middle,left,y,y,y,y,y
나무_10_여_13162.jpg,middle,center,y,y,y,n,y
나무_10_여_13178.jpg,big,center,y,y,y,y,y
나무_10_여_13185.jpg,middle,center,y,y,y,n,y
나무_10_여_13217.jpg,middle,left,y,y,y,n,y
나무_10_여_13294.jpg,big,center,y,y,y,n,y
나무_10_여_13312.jpg,big,center,y,y,y,n,y
나무_10_여_13332.jpg,middle,center,y,y,y,y,y
나무_10_여_13345.jpg,middle,center,y,y,y,n,y
나무_10_여_13512.jpg,middle,center,y,y,y,y,y
나무_10_여_13546.jpg,middle,center,y,y,y,n,y
나무_10_여_13637.jpg,big,center,y,y,y,n,y
나무_10_여_13673.jpg,small,center,y,y,y,n,y
나무_10_남_00022.jpg,middle,center,y,y,y,n,y
나무_10_남_00040.jpg,middle,left,y,y,y,n,y
나무_10_남_00051.jpg,big,center,y,y,y,n,y
나무_10_남_00124.jpg,middle,center,y,y,n,n,y
나무_10_남_00148.jpg,middle,center,y,y,y,n,y
나무_10_남_00182.jpg,big,center,y,y,y,n,y
나무_10_남_00198.jpg,middle,center,y,y,y,y,y
나무_10_남_00241.jpg,big,center,y,y,y,y,y
나무_10_남_00434.jpg,middle,center,y,y,y,n,y
나무_10_남_00626.jpg,middle,center,y,y,y,n,y
나무_10_남_00648.jpg,middle,center,y,y,y,n,y
나무_10_남_00688.jpg,middle,center,y,y,y,n,y
나무_10_남_00733.jpg,big,center,y,y,y,n,y
나무_10_남_00784.jpg,middle,center,y,y,y,n,y
나무_10_남_00802.jpg,middle,center,y,y,y,y,y
나무_10_남_00828.jpg,big,center,y,y,y,n,y
나무_10_남_00833.jpg,small,center,y,y,y,n,y
나무_10_남_00941.jpg,middle,center,y,y,y,n,y
나무_10_남_01016.jpg,big,center,y,y,y,n,y
나무_10_남_01083.jpg,middle,center,y,y,y,n,y
나무_10_남_01160.jpg,middle,center,y,y,y,n,y
나무_10_남_01310.jpg,middle,center,y,y,y,n,y
나무_10_남_01311.jpg,middle,left,y,y,y,y,y
나무_10_남_01388.jpg,middle,left,y,y,y,n,y
나무_10_남_01397.jpg,middle,center,y,y,y,n,y
나무_10_남_01448.jpg,middle,center,y,y,y,n,y
나무_10_남_01461.jpg,middle,left,y,y,n,n,y
나무_10_남_01513.jpg,middle,left,y,y,y,n,y
나무_10_남_01564.jpg,middle,center,y,y,y,y,y
나무_10_남_01626.jpg,middle,center,y,y,y,n,y
나무_10_남_01659.jpg,middle,center,y,y,y,n,y
나무_10_남_01684.jpg,big,center,y,y,y,n,y
나무_10_남_01721.jpg,middle,center,y,y,y,n,y
나무_10_남_01724.jpg,middle,center,y,y,y,y,y
나무_10_남_01761.jpg,big,center,y,y,y,n,y
나무_10_남_01785.jpg,middle,center,y,y,y,n,y
나무_10_남_01803.jpg,middle,center,y,y,y,n,y
나무_10_남_02019.jpg,middle,center,y,y,y,n,y
나무_10_남_02026.jpg,middle,center,y,y,y,y,y
나무_10_남_02155.jpg,big,center,y,y,y,n,y
나무_10_남_02211.jpg,big,center,y,y,y,y,y
나무_10_남_02225.jpg,middle,center,y,y,y,n,y
나무_10_남_02239.jpg,middle,center,y,y,y,y,y
나무_10_남_02361.jpg,big,center,y,y,y,n,y
나무_10_남_02512.jpg,middle,center,y,y,y,n,y
나무_10_남_02516.jpg,middle,center,y,y,y,n,y
나무_10_남_02671.jpg,middle,center,y,y,y,n,y
나무_10_남_02696.jpg,middle,center,y,y,y,y,y
나무_10_남_02717.jpg,small,center,y,y,y,n,y
나무_10_남_02851.jpg,middle,center,y,y,y,n,y
나무_10_남_02906.jpg,middle,right,y,y,y,n,y
나무_10_남_02974.jpg,middle,center,y,y,y,n,y
나무_10_남_03014.jpg,middle,center,y,y,y,n,y
나무_10_남_03120.jpg,big,center,y,y,y,y,y
나무_10_남_03149.jpg,middle,center,y,y,y,n,y
나무_10_남_03202.jpg,middle,left,y,y,y,n,y
나무_10_남_03230.jpg,middle,center,y,y,y,y,y
나무_10_남_03273.jpg,middle,center,y,y,y,n,y
나무_10_남_03439.jpg,middle,center,y,y,y,n,y
나무_10_남_03547.jpg,middle,center,y,y,y,n,y
나무_10_남_03556.jpg,middle,center,y,y,y,n,y
나무_10_남_03645.jpg,big,center,y,y,y,n,y
나무_10_남_03824.jpg,middle,center,y,y,y,n,y
나무_10_남_04018.jpg,big,center,y,y,y,n,y
나무_10_남_04085.jpg,middle,center,y,y,y,n,y
나무_10_남_04095.jpg,big,center,y,y,y,n,y
나무_10_남_04149.jpg,big,center,y,y,y,n,y
나무_10_남_04208.jpg,big,center,y,y,y,y,y
나무_10_남_04270.jpg,middle,center,y,y,y,n,y
나무_10_남_04446.jpg,middle,center,y,y,n,y,y
나무_10_남_04480.jpg,middle,left,y,y,y,y,y
나무_10_남_04534.jpg,middle,center,y,y,y,n,y
나무_10_남_04682.jpg,middle,center,y,y,y,y,y
나무_10_남_04723.jpg,middle,center,y,y,y,n,n
나무_10_남_04728.jpg,middle,center,y,y,y,n,y
나무_10_남_04732.jpg,big,center,y,y,y,n,y
나무_10_남_04751.jpg,middle,center,y,y,y,n,y
나무_10_남_04819.jpg,middle,center,y,y,y,n,y
나무_10_남_04857.jpg,middle,right,y,y,y,n,y
나무_10_남_04920.jpg,small,center,y,y,y,n,y
나무_10_남_04966.jpg,small,center,y,y,y,n,y
나무_10_남_05026.jpg,middle,center,y,y,y,n,y
나무_10_남_05390.jpg,middle,center,y,y,n,n,y
나무_10_남_05434.jpg,middle,left,y,y,y,n,y
나무_10_남_05550.jpg,middle,center,y,y,y,n,y
나무_10_남_05693.jpg,big,center,y,y,y,n,y
나무_10_남_05695.jpg,middle,center,y,y,y,n,y
나무_10_남_05752.jpg,middle,center,y,y,y,n,y
나무_10_남_05850.jpg,big,center,y,y,y,n,y
나무_10_남_05866.jpg,middle,center,y,y,y,n,y
나무_10_남_05952.jpg,middle,center,y,y,y,y,y
나무_10_남_05967.jpg,big,center,y,y,y,n,y
나무_10_남_06064.jpg,big,center,y,y,y,y,y
나무_10_남_06067.jpg,big,center,y,y,y,n,y
나무_10_남_06086.jpg,middle,center,y,y,y,n,y
나무_10_남_06149.jpg,middle,center,y,y,y,y,y
나무_10_남_06181.jpg,big,center,y,y,y,n,y
나무_10_남_06188.jpg,big,center,y,y,y,y,y
나무_10_남_06200.jpg,big,center,y,y,y,n,y
나무_10_남_06284.jpg,middle,center,y,y,y,y,y
나무_10_남_06320.jpg,middle,center,y,y,y,n,y
나무_10_남_06369.jpg,small,center,y,y,y,n,y
나무_10_남_06389.jpg,middle,center,y,y,y,n,y
나무_10_남_06414.jpg,middle,center,y,y,y,n,y
나무_10_남_06483.jpg,big,center,y,y,y,n,y
나무_10_남_06499.jpg,big,center,y,y,y,n,y
나무_10_남_06561.jpg,big,center,y,y,y,n,y
나무_10_남_06565.jpg,big,center,y,y,n,y,y
나무_10_남_06595.jpg,big,center,y,y,y,y,y
나무_10_남_06603.jpg,middle,center,y,y,y,n,y
나무_10_남_06715.jpg,middle,center,y,y,y,y,y
나무_10_남_06814.jpg,big,center,y,y,y,y,y
나무_10_남_06907.jpg,middle,center,y,y,y,n,y
나무_10_남_07069.jpg,middle,center,y,y,y,n,y
나무_10_남_07119.jpg,middle,center,y,y,y,n,y
나무_10_남_07304.jpg,middle,center,y,y,y,n,y
나무_10_남_07329.jpg,middle,center,y,y,y,n,y
나무_10_남_07344.jpg,big,center,y,y,y,n,y
나무_10_남_07365.jpg,middle,center,y,y,n,n,y
나무_10_남_07370.jpg,small,center,y,y,y,n,y
나무_10_남_07392.jpg,big,center,y,y,y,y,y
나무_10_남_07424.jpg,big,center,y,y,y,n,y
나무_10_남_07523.jpg,middle,left,y,y,y,y,y
나무_10_남_07551.jpg,small,center,y,y,y,n,y
나무_10_남_07554.jpg,middle,center,y,y,y,n,y
나무_10_남_07601.jpg,middle,center,y,y,y,n,y
나무_10_남_07613.jpg,big,center,y,y,y,n,y
나무_10_남_07639.jpg,big,center,y,y,y,n,y
나무_10_남_07749.jpg,big,center,y,y,y,n,y
나무_10_남_07765.jpg,middle,center,y,y,y,n,y
나무_10_남_07782.jpg,big,center,y,y,y,n,y
나무_10_남_07864.jpg,big,center,y,y,y,n,y
나무_10_남_07890.jpg,small,right,y,y,y,n,n
나무_10_남_07921.jpg,middle,center,y,y,y,y,y
나무_10_남_07955.jpg,middle,center,y,y,y,n,y
나무_10_남_08058.jpg,middle,center,y,y,y,n,y
나무_10_남_08072.jpg,big,center,y,y,y,y,y
나무_10_남_08161.jpg,big,center,y,y,n,n,y
나무_10_남_08167.jpg,middle,center,y,y,y,y,y
나무_10_남_08553.jpg,middle,left,y,y,y,n,y
나무_10_남_08624.jpg,middle,left,y,y,y,n,y
나무_10_남_08629.jpg,middle,center,y,y,y,n,y
나무_10_남_08652.jpg,middle,center,y,y,y,y,y
나무_10_남_08661.jpg,big,center,y,y,y,y,y
나무_10_남_08711.jpg,big,center,y,y,y,n,y
나무_10_남_08742.jpg,middle,center,y,y,y,y,y
나무_10_남_08808.jpg,middle,left,y,y,y,n,y
나무_10_남_08879.jpg,middle,center,y,y,y,n,y
나무_10_남_08902.jpg,middle,center,y,y,y,n,y
나무_10_남_09015.jpg,middle,center,y,y,y,n,y
나무_10_남_09023.jpg,middle,center,y,y,y,n,n
나무_10_남_09129.jpg,middle,center,y,y,y,n,y
나무_10_남_09237.jpg,middle,center,y,y,y,n,y
나무_10_남_09245.jpg,middle,center,y,y,y,y,y
나무_10_남_09259.jpg,middle,center,y,y,n,n,y
나무_10_남_09265.jpg,big,center,y,y,y,y,y
나무_10_남_09298.jpg,middle,center,y,y,y,n,y
나무_10_남_09319.jpg,big,center,y,y,y,n,y
나무_10_남_09347.jpg,middle,center,y,y,y,y,y
나무_10_남_09443.jpg,middle,left,y,y,y,y,y
나무_10_남_09463.jpg,middle,center,y,y,y,n,y
나무_10_남_09506.jpg,middle,center,y,y,y,y,y
나무_10_남_09519.jpg,middle,center,y,y,y,n,y
나무_10_남_09524.jpg,middle,center,y,y,y,n,y
나무_10_남_09584.jpg,middle,center,y,y,y,n,y
나무_10_남_09610.jpg,middle,center,y,y,y,n,y
나무_10_남_09770.jpg,middle,left,y,y,y,n,y
나무_10_남_09774.jpg,middle,left,y,y,y,n,y
나무_10_남_09939.jpg,middle,center,n,y,y,y,y
나무_10_남_09940.jpg,middle,center,y,y,y,n,y
나무_10_남_09978.jpg,middle,center,y,y,y,y,y
나무_10_남_10069.jpg,middle,center,y,y,y,n,y
나무_10_남_10242.jpg,middle,center,y,y,y,n,y
나무_10_남_10260.jpg,middle,center,y,y,y,y,y
나무_10_남_10292.jpg,middle,center,y,y,y,n,y
나무_10_남_10312.jpg,middle,right,y,y,y,n,y
나무_10_남_10341.jpg,big,center,y,y,y,n,y
나무_10_남_10391.jpg,big,center,y,y,y,y,y
나무_10_남_10430.jpg,big,center,y,y,y,n,y
나무_10_남_10461.jpg,middle,center,y,y,y,n,y
나무_10_남_10532.jpg,middle,left,y,y,y,n,y
나무_10_남_10604.jpg,middle,center,y,y,y,y,y
나무_10_남_10613.jpg,middle,left,y,y,y,n,y
나무_10_남_10629.jpg,middle,center,y,y,y,n,y
나무_10_남_10632.jpg,middle,center,y,y,y,n,y
나무_10_남_10689.jpg,middle,center,y,y,y,n,y
나무_10_남_10693.jpg,small,left,y,y,n,n,y
나무_10_남_10706.jpg,big,center,y,y,y,y,y
나무_10_남_10738.jpg,middle,left,y,y,y,y,y
나무_10_남_10769.jpg,middle,center,y,y,y,n,y
나무_10_남_10803.jpg,middle,center,y,y,y,n,y
나무_10_남_10910.jpg,big,center,y,y,y,n,y
나무_10_남_10976.jpg,big,center,y,y,y,n,y
나무_10_남_11049.jpg,middle,left,y,y,y,n,y
나무_10_남_11066.jpg,middle,center,y,y,y,n,y
나무_10_남_11075.jpg,middle,center,y,y,y,n,y
나무_10_남_11079.jpg,middle,center,n,y,y,n,y
나무_10_남_11161.jpg,middle,center,y,y,y,n,y
나무_10_남_11214.jpg,middle,left,y,y,y,n,y
나무_10_남_11324.jpg,middle,left,y,y,y,y,y
나무_10_남_11384.jpg,middle,center,y,y,y,y,y
나무_10_남_11412.jpg,middle,center,y,y,y,y,y
나무_10_남_11416.jpg,middle,center,y,y,y,y,y
나무_10_남_11479.jpg,middle,center,y,y,y,n,y
나무_10_남_11626.jpg,middle,center,y,y,y,n,y
나무_10_남_11805.jpg,big,center,y,y,y,y,y
나무_10_남_11872.jpg,big,center,y,y,y,n,y
나무_10_남_11878.jpg,middle,center,y,y,y,y,y
나무_10_남_11895.jpg,middle,center,y,y,y,y,y
나무_10_남_11964.jpg,big,center,y,y,y,y,y
나무_10_남_11978.jpg,big,center,y,y,y,n,y
나무_10_남_11988.jpg,small,center,y,y,y,n,y
나무_10_남_12047.jpg,big,center,y,y,y,n,y
나무_10_남_12072.jpg,middle,left,y,y,y,n,y
나무_10_남_12106.jpg,middle,center,y,y,y,n,y
나무_10_남_12111.jpg,big,center,y,y,y,n,y
나무_10_남_12143.jpg,middle,right,y,y,y,n,y
나무_10_남_12181.jpg,big,center,y,y,y,n,y
나무_10_남_12245.jpg,middle,center,y,y,y,n,y
나무_10_남_12299.jpg,middle,left,y,y,n,n,y
나무_10_남_12597.jpg,middle,center,y,y,y,y,y
나무_10_남_12636.jpg,middle,center,y,y,y,n,y
나무_10_남_12954.jpg,middle,center,y,y,y,n,y
나무_10_남_12965.jpg,middle,center,y,y,y,y,y
나무_10_남_12979.jpg,big,center,y,y,y,y,y
나무_10_남_13155.jpg,middle,center,y,y,y,n,y
나무_10_남_13295.jpg,big,center,y,y,y,y,y
나무_10_남_13324.jpg,big,center,y,y,y,n,y
나무_10_남_13369.jpg,middle,center,y,y,y,y,y
나무_10_남_13461.jpg,big,center,y,y,y,n,y
나무_10_남_13501.jpg,middle,center,y,y,y,n,y
나무_10_남_13582.jpg,middle,center,y,y,y,n,y
나무_10_남_13589.jpg,middle,center,y,y,y,n,y
나무_10_남_13635.jpg,middle,center,y,y,y,n,y
나무_10_남_13697.jpg,big,center,y,y,y,n,y
나무_10_남_13792.jpg,middle,center,y,y,y,n,y
나무_10_남_13847.jpg,big,center,y,y,y,y,y
나무_10_남_13851.jpg,middle,center,y,y,y,n,y
나무_10_남_13989.jpg,big,center,y,y,y,n,y
나무_11_여_00000.jpg,middle,center,y,y,y,n,y
나무_11_여_00327.jpg,middle,center,y,y,y,y,y
나무_11_여_00347.jpg,middle,center,y,y,y,n,y
나무_11_여_00354.jpg,middle,center,y,y,y,y,y
나무_11_여_00456.jpg,big,center,y,y,y,n,y
나무_11_여_00519.jpg,middle,center,y,y,y,n,y
나무_11_여_00536.jpg,middle,center,y,y,y,n,y
나무_11_여_00580.jpg,big,center,y,y,y,y,y
나무_11_여_00624.jpg,big,center,y,y,n,y,y
나무_11_여_00702.jpg,middle,left,y,y,y,n,y
나무_11_여_00711.jpg,big,center,y,y,y,n,y
나무_11_여_00747.jpg,big,center,y,y,y,n,y
나무_11_여_00750.jpg,middle,center,y,y,y,y,y
나무_11_여_00757.jpg,big,center,y,y,y,y,y
나무_11_여_00825.jpg,middle,center,y,y,y,n,y
나무_11_여_00914.jpg,middle,left,y,y,y,n,y
나무_11_여_00949.jpg,middle,center,y,y,y,y,y
나무_11_여_00999.jpg,big,center,y,y,y,n,y
나무_11_여_01028.jpg,middle,center,y,y,y,y,y
나무_11_여_01127.jpg,big,center,y,y,y,n,y
나무_11_여_01147.jpg,middle,center,y,y,y,n,y
나무_11_여_01154.jpg,big,center,y,y,y,y,y
나무_11_여_01214.jpg,middle,center,y,y,y,n,y
나무_11_여_01298.jpg,big,center,y,y,y,n,y
나무_11_여_01302.jpg,big,center,y,y,y,n,y
나무_11_여_01352.jpg,middle,center,y,y,y,n,y
나무_11_여_01353.jpg,big,center,y,y,y,y,y
나무_11_여_01444.jpg,small,center,y,y,y,n,y
나무_11_여_01581.jpg,middle,center,y,y,y,y,y
나무_11_여_01630.jpg,big,center,y,y,y,n,y
나무_11_여_01854.jpg,middle,center,y,y,y,n,y
나무_11_여_01891.jpg,big,center,y,y,y,y,y
나무_11_여_01932.jpg,middle,center,y,y,y,n,y
나무_11_여_01998.jpg,middle,center,y,y,y,y,y
나무_11_여_02009.jpg,big,center,y,y,y,y,y
나무_11_여_02037.jpg,middle,right,y,y,y,y,y
나무_11_여_02116.jpg,middle,left,y,y,y,y,y
나무_11_여_02177.jpg,middle,right,y,y,n,n,y
나무_11_여_02182.jpg,middle,center,y,y,y,y,y
나무_11_여_02204.jpg,middle,center,y,y,y,y,y
나무_11_여_02254.jpg,big,center,y,y,y,n,y
나무_11_여_02298.jpg,middle,center,y,y,y,n,y
나무_11_여_02302.jpg,big,center,y,y,y,n,y
나무_11_여_02340.jpg,big,center,y,y,y,n,y
나무_11_여_02411.jpg,big,center,y,y,y,y,y
나무_11_여_02509.jpg,middle,center,y,y,y,n,y
나무_11_여_02646.jpg,big,center,y,y,y,n,y
나무_11_여_02662.jpg,big,center,y,y,y,n,y
나무_11_여_02681.jpg,middle,center,y,y,y,n,y
나무_11_여_02699.jpg,big,center,y,y,y,n,y
나무_11_여_02743.jpg,middle,center,y,y,y,n,y
나무_11_여_02756.jpg,middle,center,y,y,y,n,y
나무_11_여_02796.jpg,middle,right,y,y,y,n,y
나무_11_여_02816.jpg,big,center,y,y,y,n,y
나무_11_여_02877.jpg,middle,left,y,y,y,n,y
나무_11_여_03026.jpg,small,center,y,y,n,n,y
나무_11_여_03127.jpg,middle,center,y,y,y,n,y
나무_11_여_03148.jpg,middle,right,y,y,y,n,y
나무_11_여_03161.jpg,big,center,y,y,y,y,y
나무_11_여_03233.jpg,big,center,y,y,y,n,y
나무_11_여_03255.jpg,big,center,y,y,y,n,y
나무_11_여_03410.jpg,middle,center,y,y,y,n,y
나무_11_여_03411.jpg,middle,right,y,y,y,n,y
나무_11_여_03505.jpg,middle,left,y,y,y,y,y
나무_11_여_03604.jpg,big,center,y,y,y,n,y
나무_11_여_03624.jpg,big,center,y,y,y,n,y
나무_11_여_03628.jpg,small,center,y,y,y,n,y
나무_11_여_03634.jpg,middle,center,y,y,y,n,y
나무_11_여_03648.jpg,middle,left,y,y,y,n,y
나무_11_여_03660.jpg,middle,center,y,y,y,y,y
나무_11_여_03720.jpg,middle,center,y,y,y,n,y
