filename,group,eye_yn,leg_yn,mouth_yn,arm_yn,branch_yn,root_yn,crown_yn,fruit_yn,door_yn,roof_yn,window_yn
house_8_female_01291.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01318.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01356.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01374.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01394.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01404.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01441.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01456.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01559.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01568.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01575.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01579.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01644.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01679.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01721.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01745.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01764.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01805.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01827.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01855.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_01988.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02061.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02072.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02121.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02134.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02232.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02268.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02283.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02334.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02377.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02394.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02432.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02435.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02436.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02447.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02461.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02535.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02657.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02701.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02743.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02791.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02795.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02838.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02841.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02854.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02861.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02913.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02926.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02937.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_02983.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03005.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03088.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03109.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03121.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03134.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03140.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03160.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03189.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03206.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03241.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03273.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03388.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03396.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03424.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03430.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03444.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03454.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03475.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03486.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03528.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03550.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03578.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03599.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03638.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03644.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03706.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03717.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03839.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03854.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03861.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03893.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_03935.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04106.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04111.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04147.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04153.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04197.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04199.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04217.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04229.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04232.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04236.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04280.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04311.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04337.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04388.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04428.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04435.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04479.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04485.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04492.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04499.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04510.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04512.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04545.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04571.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04575.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04595.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04602.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04604.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04648.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04682.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04713.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04802.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04808.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04822.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_04831.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05011.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05017.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05077.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05091.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05153.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05176.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05190.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05195.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05283.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05301.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05334.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05340.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05380.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05397.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05408.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05454.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05480.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05481.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05500.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05603.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05642.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05660.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05684.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05744.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05783.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05789.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05802.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05818.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05909.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_05985.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06014.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06030.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06051.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06080.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06091.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06130.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06136.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06167.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06168.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06238.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06239.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06280.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06304.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06311.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06344.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06407.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06439.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06483.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06508.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06633.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06666.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06680.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06823.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06886.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06915.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_06964.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07039.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07048.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07170.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07250.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07292.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07316.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07319.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07347.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07409.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07461.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07470.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07512.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07522.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07558.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07574.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07615.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07632.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07669.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07687.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07692.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07791.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07820.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07938.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_07981.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08017.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08061.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08089.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08097.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08216.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08235.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08254.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08298.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08367.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08435.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08478.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08495.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08517.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08534.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08548.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08565.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08567.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08586.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08593.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08626.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08630.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08688.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08721.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08725.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08743.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08767.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08824.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08837.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08856.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08879.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08896.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_08959.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09045.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09110.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09111.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09148.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09196.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09202.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09243.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09302.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09312.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09348.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09365.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09415.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09424.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09425.jpg,house,n,n,n,n,n,n,n,n,n,y,y
house_8_female_09474.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09491.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09551.jpg,house,n,n,n,n,n,n,n,n,y,y,y
house_8_female_09605.jpg,house,n,n,n,n,n,n,n,n,y,y,y
